--------- beginning of main
09-04 19:51:15.852 I/RyzeBridge(20280): SCRIPT connect;write 3403010005;until 3403 4000;status
09-04 19:51:15.852 I/RyzeBridge(20280): STATE already connected
09-04 20:41:50.768 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:41:51.714 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:41:52.659 I/RyzeBridge(20280): RX 33F2 e5110062
09-04 20:41:53.920 I/RyzeBridge(20280): RX 33F2 e5110062
09-04 20:41:54.864 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:55.809 I/RyzeBridge(20280): RX 33F2 e5110064
09-04 20:41:56.754 I/RyzeBridge(20280): RX 33F2 e5110065
09-04 20:41:57.699 I/RyzeBridge(20280): RX 33F2 e5110065
09-04 20:41:58.645 I/RyzeBridge(20280): RX 33F2 e5110067
09-04 20:41:59.903 I/RyzeBridge(20280): RX 33F2 e5110067
09-04 20:42:00.846 I/RyzeBridge(20280): RX 33F2 e5110066
09-04 20:42:01.795 I/RyzeBridge(20280): RX 33F2 e5110066
09-04 20:42:02.742 I/RyzeBridge(20280): RX 33F2 e5110065
09-04 20:42:03.684 I/RyzeBridge(20280): RX 33F2 e5110065
09-04 20:42:04.630 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:42:05.889 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:42:06.834 I/RyzeBridge(20280): RX 33F2 e511005e
09-04 20:42:07.780 I/RyzeBridge(20280): RX 33F2 e511005e
09-04 20:42:08.725 I/RyzeBridge(20280): RX 33F2 e511005c
09-04 20:42:09.671 I/RyzeBridge(20280): RX 33F2 e511005c
09-04 20:42:10.615 I/RyzeBridge(20280): RX 33F2 e511005c
09-04 20:42:11.876 I/RyzeBridge(20280): RX 33F2 e511005c
09-04 20:42:12.820 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:42:13.765 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:42:14.709 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:42:15.655 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:42:16.915 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:42:17.861 I/RyzeBridge(20280): RX 33F2 e5110058
09-04 20:42:19.121 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:20.065 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:20.696 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:21.641 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:22.899 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:23.846 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:24.788 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:25.735 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:26.680 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:27.625 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:28.885 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:29.830 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:30.775 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:31.720 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:32.665 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:33.926 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:34.870 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:35.815 I/RyzeBridge(20280): RX 33F2 e5110056
09-04 20:42:36.761 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:37.705 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:38.651 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:39.911 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:40.855 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:41.801 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:42.745 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:43.692 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:44.636 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:45.895 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:46.840 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:47.785 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:48.730 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:49.675 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:42:50.619 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:51.881 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:42:52.825 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:53.771 I/RyzeBridge(20280): RX 33F2 e5110055
09-04 20:42:54.716 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:42:55.661 I/RyzeBridge(20280): RX 33F2 e5110057
09-04 20:42:56.921 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:42:58.496 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:42:58.809 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:42:59.755 I/RyzeBridge(20280): RX 33F2 e511005d
09-04 20:43:00.702 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:43:01.647 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:43:02.903 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:43:03.222 I/RyzeBridge(20280): RX 33F2 a24d
09-04 20:43:03.850 I/RyzeBridge(20280): RX 33F2 e5110061
09-04 20:43:04.795 I/RyzeBridge(20280): RX 33F2 e511005e
09-04 20:43:05.764 I/RyzeBridge(20280): RX 33F2 e511005e
09-04 20:43:05.764 I/RyzeBridge(20280): CONNPARAMS interval=27 latency=0 timeout=500 status=0
09-04 20:43:06.639 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:43:07.618 I/RyzeBridge(20280): RX 33F2 e511005b
09-04 20:43:08.665 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:43:09.608 I/RyzeBridge(20280): RX 33F2 e5110059
09-04 20:43:10.623 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:11.635 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:12.647 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:13.424 I/RyzeBridge(20280): CONNPARAMS interval=252 latency=0 timeout=500 status=0
09-04 20:43:13.739 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:14.685 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:15.630 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:16.890 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:17.834 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:19.094 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:43:19.725 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:43:20.669 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:43:21.931 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:22.876 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:23.819 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:24.764 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:25.710 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:26.654 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:28.230 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:29.175 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:29.804 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:31.066 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:31.696 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:43:32.649 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:43:33.901 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:43:34.846 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:35.790 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:36.737 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:37.682 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:38.626 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:39.885 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:43:40.831 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:41.777 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:42.721 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:44.297 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:44.926 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:45.870 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:46.816 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:47.761 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:48.707 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:50.282 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:43:50.910 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:52.172 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:52.801 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:43:53.748 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:54.691 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:55.635 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:56.898 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:43:57.842 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:43:58.786 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:43:59.731 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:00.674 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:01.940 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:03.194 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:04.142 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:04.772 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:05.717 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:07.293 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:08.240 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:08.867 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:09.813 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:10.758 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:11.703 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:12.647 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:13.907 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:14.852 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:15.798 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:16.742 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:44:17.687 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:44:18.631 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:44:19.893 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:44:20.837 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:44:21.781 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:44:22.727 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:23.672 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:24.616 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:25.877 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:26.822 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:27.767 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:28.712 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:29.657 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:44:30.916 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:31.863 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:32.807 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:33.751 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:34.698 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:35.642 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:36.903 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:37.847 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:38.792 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:40.052 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:40.681 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:41.943 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:42.887 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:43.833 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:44.778 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:45.722 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:44:46.667 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:47.929 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:48.873 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:44:49.817 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:50.762 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:51.707 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:52.968 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:54.228 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:55.172 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:55.802 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:44:56.748 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:57.692 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:58.952 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:44:59.897 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:45:00.844 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:45:01.789 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:45:02.732 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:45:03.994 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:04.622 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:05.882 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:06.831 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:07.772 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:08.718 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:09.979 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:10.922 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:11.868 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:45:13.129 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:45:13.758 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:45:15.017 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:45:15.649 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:45:16.909 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:17.853 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:18.798 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:20.059 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:20.687 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:21.950 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:22.893 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:24.154 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:24.782 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:26.044 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:26.675 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:27.618 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:28.879 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:29.823 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:30.767 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:31.714 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:45:32.658 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:33.919 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:34.864 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:35.809 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:36.754 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:37.699 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:38.959 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:39.909 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:40.849 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:41.794 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:42.740 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:44.001 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:44.629 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:45.890 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:47.151 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:48.094 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:49.355 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:49.668 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:51.560 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:51.873 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:52.820 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:53.766 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:45:54.709 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:56.600 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:56.913 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:57.861 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:45:58.805 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:00.071 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:00.695 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:02.586 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:03.214 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:03.844 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:04.789 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:05.736 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:06.680 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:07.625 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:09.200 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:09.830 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:11.408 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:12.036 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:12.666 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:13.925 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:14.868 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:15.816 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:16.760 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:46:17.706 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:18.965 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:20.226 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:20.853 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:21.801 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:22.745 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:23.690 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:24.950 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:25.896 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:27.155 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:28.101 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:28.729 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:30.620 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:30.620 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:31.882 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:46:32.825 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:46:33.770 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:35.031 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:35.660 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:36.921 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:38.181 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:46:39.125 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:46:40.701 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:46:40.702 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:41.962 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:46:43.221 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:46:43.852 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:46:44.795 I/RyzeBridge(20280): RX 33F2 e511004e
09-04 20:46:46.058 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:46:46.686 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:47.631 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:48.892 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:49.839 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:50.780 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:52.042 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:52.671 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:53.933 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:46:55.191 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:46:55.821 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:46:56.767 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:46:57.712 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:46:58.656 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:00.234 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:00.862 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:01.807 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:02.752 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:03.698 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:04.642 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:06.218 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:06.846 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:07.791 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:08.737 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:09.997 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:10.625 I/RyzeBridge(20280): RX 33F2 e5110049
09-04 20:47:11.888 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:47:12.835 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:47:13.781 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:47:15.038 I/RyzeBridge(20280): RX 33F2 e511004a
09-04 20:47:16.298 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:47:16.611 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:47:17.872 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:47:18.818 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:47:20.077 I/RyzeBridge(20280): RX 33F2 e511004b
09-04 20:47:20.706 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:47:21.652 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:47:22.912 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:47:23.858 I/RyzeBridge(20280): RX 33F2 e511004c
09-04 20:47:24.802 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:47:25.747 I/RyzeBridge(20280): RX 33F2 e511004d
09-04 20:47:26.698 I/RyzeBridge(20280): RX 33F2 e5110052
09-04 20:47:27.638 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:47:29.213 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:47:30.157 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:47:30.787 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:47:31.735 I/RyzeBridge(20280): RX 33F2 e5110054
09-04 20:47:32.993 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:47:33.624 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:47:34.883 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:47:36.143 I/RyzeBridge(20280): RX 33F2 e5110053
09-04 20:47:37.088 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:38.033 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:38.662 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:40.554 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:41.183 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:41.813 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:42.758 I/RyzeBridge(20280): RX 33F2 e5110051
09-04 20:47:43.703 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:47:44.647 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:47:45.907 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:47:46.853 I/RyzeBridge(20280): RX 33F2 e5110050
09-04 20:47:47.797 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:48.742 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:49.688 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:50.948 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:52.210 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:52.838 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:53.784 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:55.042 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:55.673 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:56.933 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:58.192 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:47:58.823 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:48:00.083 I/RyzeBridge(20280): RX 33F2 e511004f
09-04 20:48:00.714 I/RyzeBridge(20280): RX 33F2 e511004f
